step,train_loss,learning_rate,tokens_per_sec
7370,1.525072,2.88e-05,231.3
7380,1.393398,2.86e-05,219.8
7390,1.170568,2.84e-05,194.1
7400,1.260991,2.81e-05,200.7
7410,1.321556,2.79e-05,211.9
7420,1.435092,2.77e-05,233.1
7430,1.355542,2.75e-05,216.0
7440,1.446866,2.72e-05,212.3
7450,1.281944,2.70e-05,206.7
7460,1.208453,2.68e-05,189.9
7470,1.446996,2.65e-05,204.9
7480,1.410295,2.63e-05,219.9
7490,1.216869,2.61e-05,214.8
7500,1.596119,2.59e-05,212.8
7510,1.457321,2.56e-05,230.9
7520,1.375065,2.54e-05,206.2
7530,1.170606,2.52e-05,193.0
7540,1.046252,2.50e-05,189.4
7550,1.163522,2.48e-05,194.1
7560,1.315453,2.45e-05,190.7
7570,1.529619,2.43e-05,228.1
7580,1.528008,2.41e-05,224.7
7590,1.368414,2.39e-05,218.4
7600,1.275128,2.37e-05,214.7
7610,1.209173,2.35e-05,197.0
7620,1.382914,2.32e-05,214.0
7630,1.323654,2.30e-05,200.2
7640,1.162174,2.28e-05,201.5
7650,1.211186,2.26e-05,202.5
7660,1.151671,2.24e-05,206.3
7670,1.463499,2.22e-05,219.4
7680,1.236838,2.20e-05,198.9
7690,1.181561,2.18e-05,204.0
7700,1.360345,2.16e-05,211.9
7710,1.239937,2.14e-05,212.4
7720,1.365589,2.12e-05,203.2
7730,1.314618,2.09e-05,214.4
7740,1.349973,2.07e-05,213.4
7750,1.116235,2.05e-05,185.2
7760,1.377013,2.03e-05,189.5
7770,1.466307,2.01e-05,200.1
7780,1.303846,1.99e-05,195.2
7790,1.162874,1.97e-05,195.5
7800,1.163480,1.95e-05,196.1
7810,1.323351,1.93e-05,208.6
7820,1.458689,1.91e-05,218.3
7830,1.265225,1.89e-05,199.0
7840,1.295888,1.88e-05,188.3
7850,1.507598,1.86e-05,223.4
7860,1.178439,1.84e-05,194.4
7870,1.201134,1.82e-05,198.2
7880,1.337493,1.80e-05,212.5
7890,1.309812,1.78e-05,203.0
7900,1.226271,1.76e-05,191.4
7910,1.343812,1.74e-05,217.4
7920,1.234780,1.72e-05,212.3
7930,1.123879,1.70e-05,203.9
7940,1.141244,1.69e-05,198.8
7950,1.314778,1.67e-05,208.2
7960,1.416170,1.65e-05,218.1
7970,1.359193,1.63e-05,207.8
7980,1.215399,1.61e-05,204.7
7990,1.381657,1.59e-05,220.4
8000,1.496419,1.58e-05,221.7
8010,1.376082,1.56e-05,215.9
8020,1.382313,1.54e-05,209.6
8030,1.283378,1.52e-05,203.2
8040,1.474044,1.51e-05,217.1
8050,1.206775,1.49e-05,207.0
8060,1.331549,1.47e-05,223.5
8070,1.379345,1.45e-05,209.0
8080,1.459735,1.44e-05,217.0
8090,1.302377,1.42e-05,219.3
8100,1.396345,1.40e-05,220.6
8110,1.410984,1.38e-05,231.8
8120,1.324732,1.37e-05,211.6
8130,1.557648,1.35e-05,219.5
8140,1.482653,1.33e-05,225.6
8150,1.327817,1.32e-05,193.3
8160,1.281099,1.30e-05,195.4
8170,1.141371,1.28e-05,190.4
8180,1.260588,1.27e-05,198.2
8190,1.406685,1.25e-05,213.1
8200,1.211343,1.24e-05,202.1
8210,1.439271,1.22e-05,221.1
8220,1.336896,1.20e-05,213.6
8230,1.292622,1.19e-05,203.0
8240,1.211952,1.17e-05,203.5
8250,1.413508,1.16e-05,227.0
8260,1.202504,1.14e-05,199.7
8270,1.273823,1.13e-05,208.1
8280,1.266552,1.11e-05,202.8
8290,1.409153,1.10e-05,218.5
8300,1.301018,1.08e-05,207.6
8310,1.367469,1.07e-05,212.9
8320,1.353654,1.05e-05,209.3
8330,1.199075,1.04e-05,206.5
8340,1.367142,1.02e-05,208.6
8350,1.312438,1.01e-05,210.8
8360,1.251243,9.92e-06,216.5
8370,1.257702,9.77e-06,205.1
8380,1.261545,9.63e-06,208.9
8390,1.160687,9.49e-06,195.2
8400,1.097341,9.34e-06,195.5
8410,1.150734,9.20e-06,199.4
8420,1.470400,9.07e-06,222.2
8430,1.339709,8.93e-06,218.1
8440,1.243679,8.79e-06,193.8
8450,1.394444,8.65e-06,215.5
8460,1.261237,8.52e-06,219.6
8470,1.195000,8.38e-06,204.6
8480,1.363602,8.25e-06,213.1
8490,1.263478,8.12e-06,214.7
8500,1.244748,7.99e-06,208.5
8510,1.337092,7.86e-06,206.0
8520,1.251995,7.73e-06,216.4
8530,1.328106,7.60e-06,205.9
8540,1.273350,7.47e-06,215.9
8550,1.341575,7.35e-06,217.9
8560,1.187046,7.22e-06,198.5
8570,1.312292,7.10e-06,209.6
8580,1.156234,6.98e-06,213.0
8590,1.415534,6.85e-06,224.8
8600,1.144797,6.73e-06,206.6
8610,1.236375,6.61e-06,203.9
8620,1.504991,6.50e-06,227.1
8630,1.254312,6.38e-06,209.1
8640,1.298563,6.26e-06,215.3
8650,1.350146,6.15e-06,221.1
8660,1.296969,6.03e-06,208.5
8670,1.343723,5.92e-06,228.2
8680,1.481153,5.80e-06,228.3
8690,1.267944,5.69e-06,212.3
8700,1.092083,5.58e-06,203.2
8710,1.429071,5.47e-06,232.4
8720,1.355607,5.37e-06,220.0
8730,1.397054,5.26e-06,225.2
8740,1.337477,5.15e-06,211.4
8750,1.277334,5.05e-06,209.3
8760,1.363874,4.94e-06,216.0
8770,1.334491,4.84e-06,217.9
8780,1.366221,4.74e-06,211.3
8790,1.235083,4.64e-06,215.8
8800,1.292118,4.54e-06,225.6
8810,1.446844,4.44e-06,217.6
8820,1.063791,4.34e-06,200.0
8830,1.345747,4.24e-06,211.1
8840,1.415563,4.15e-06,227.0
8850,1.348286,4.05e-06,217.8
8860,1.281820,3.96e-06,207.3
8870,1.228608,3.87e-06,197.3
8880,1.248133,3.78e-06,202.7
8890,1.263802,3.69e-06,205.7
8900,1.435710,3.60e-06,227.2
8910,1.230078,3.51e-06,204.2
8920,1.238948,3.42e-06,211.6
8930,1.413406,3.34e-06,218.7
8940,1.408315,3.25e-06,226.7
8950,1.161215,3.17e-06,192.3
8960,1.241372,3.09e-06,211.5
8970,1.138834,3.00e-06,186.6
8980,1.195806,2.92e-06,200.2
8990,1.369287,2.84e-06,202.4
9000,1.237780,2.77e-06,208.0
9010,1.368155,2.69e-06,211.3
9020,1.196690,2.61e-06,196.6
9030,1.352279,2.54e-06,222.9
9040,1.080371,2.46e-06,190.7
9050,1.343651,2.39e-06,211.5
9060,1.333405,2.32e-06,215.2
9070,1.243768,2.25e-06,201.1
9080,1.136245,2.18e-06,194.7
9090,1.225347,2.11e-06,214.1
9100,1.270313,2.04e-06,211.6
9110,1.231558,1.97e-06,202.9
9120,1.086273,1.91e-06,186.4
9130,1.293199,1.84e-06,209.8
9140,1.391791,1.78e-06,224.3
9150,1.341550,1.72e-06,216.2
9160,1.304327,1.66e-06,210.6
9170,1.171198,1.60e-06,191.2
9180,1.221259,1.54e-06,205.8
9190,1.412515,1.48e-06,213.5
9200,1.132692,1.43e-06,191.1
9210,1.314449,1.37e-06,216.4
9220,1.075139,1.32e-06,194.0
9230,1.290556,1.26e-06,212.2
9240,1.212690,1.21e-06,180.8
9250,1.391915,1.16e-06,217.8
9260,1.298993,1.11e-06,205.8
9270,1.196566,1.06e-06,203.6
9280,1.266311,1.01e-06,209.1
9290,0.962654,9.65e-07,177.2
9300,1.164403,9.19e-07,201.8
9310,1.202579,8.75e-07,208.9
9320,1.220157,8.31e-07,203.2
9330,1.284237,7.89e-07,211.4
9340,1.211864,7.48e-07,192.1
9350,1.217342,7.07e-07,193.6
9360,1.224613,6.68e-07,215.3
9370,1.276697,6.31e-07,195.8
9380,1.223136,5.94e-07,215.6
9390,1.178043,5.58e-07,197.9
9400,1.112871,5.23e-07,201.5
9410,1.231482,4.90e-07,191.6
9420,1.129668,4.57e-07,204.3
9423,1.341181,4.48e-07,214.2
